Maricopa County Block Groups GEO_ID,Geographic Area Name,Total,White,Black,Latitutde,Longitude,Native American,Asian,Pacific Islander,Other,Two Race
040130101011,"Block Group 1, Census Tract 101.01, Maricopa County, Arizona",2157,2040,17,33.761937,-111.769252,6,40,2,25,27
040130101012,"Block Group 2, Census Tract 101.01, Maricopa County, Arizona",1716,1640,25,33.737259,-111.719723,5,15,5,7,19
040130101013,"Block Group 3, Census Tract 101.01, Maricopa County, Arizona",1200,1189,2,33.722252,-111.673374,1,6,0,0,2
040130101021,"Block Group 1, Census Tract 101.02, Maricopa County, Arizona",859,800,1,33.719294,-111.661543,0,2,5,36,15
040130101022,"Block Group 2, Census Tract 101.02, Maricopa County, Arizona",1728,1599,10,33.822248,-111.858644,3,68,0,14,34
040130101023,"Block Group 3, Census Tract 101.02, Maricopa County, Arizona",2053,1968,10,33.854701,-111.859369,3,38,0,10,24
040130304011,"Block Group 1, Census Tract 304.01, Maricopa County, Arizona",1689,1619,11,33.812399,-111.932994,1,25,0,11,22
040130304012,"Block Group 2, Census Tract 304.01, Maricopa County, Arizona",1211,1160,5,33.82894,-111.909965,7,22,0,8,9
040130304013,"Block Group 3, Census Tract 304.01, Maricopa County, Arizona",1383,1321,14,33.8007,-111.904886,3,18,0,8,19
040130304021,"Block Group 1, Census Tract 304.02, Maricopa County, Arizona",690,660,0,33.866742,-111.942785,0,3,2,18,7
040130304022,"Block Group 2, Census Tract 304.02, Maricopa County, Arizona",1616,1484,2,33.843125,-111.945482,7,11,0,93,19
040130304023,"Block Group 3, Census Tract 304.02, Maricopa County, Arizona",1589,1483,25,33.817486,-111.960508,11,13,1,32,24
040130405021,"Block Group 1, Census Tract 405.02, Maricopa County, Arizona",453,398,0,33.975773,-112.728201,2,10,0,34,9
040130405022,"Block Group 2, Census Tract 405.02, Maricopa County, Arizona",789,649,6,33.964222,-112.730011,32,2,0,74,26
040130405023,"Block Group 3, Census Tract 405.02, Maricopa County, Arizona",2371,2163,4,33.974421,-112.748387,37,9,0,119,39
040130405024,"Block Group 4, Census Tract 405.02, Maricopa County, Arizona",1248,1133,2,33.960677,-112.757044,14,3,1,83,12
040130405061,"Block Group 1, Census Tract 405.06, Maricopa County, Arizona",1734,1689,14,33.662144,-112.346351,5,1,2,9,14
040130405062,"Block Group 2, Census Tract 405.06, Maricopa County, Arizona",1258,1232,10,33.659158,-112.336626,2,5,1,3,5
040130405063,"Block Group 3, Census Tract 405.06, Maricopa County, Arizona",989,978,4,33.658032,-112.328635,2,5,0,0,0
040130405064,"Block Group 4, Census Tract 405.06, Maricopa County, Arizona",1228,1197,12,33.645147,-112.330654,3,3,0,0,13
040130405071,"Block Group 1, Census Tract 405.07, Maricopa County, Arizona",1410,1393,7,33.667354,-112.37982,2,3,0,0,5
040130405072,"Block Group 2, Census Tract 405.07, Maricopa County, Arizona",2326,2274,12,33.652125,-112.355697,0,20,2,4,14
040130405073,"Block Group 3, Census Tract 405.07, Maricopa County, Arizona",751,735,10,33.650385,-112.349251,0,3,0,0,3
040130405074,"Block Group 4, Census Tract 405.07, Maricopa County, Arizona",787,766,10,33.647321,-112.34037,1,3,0,2,5
040130405075,"Block Group 5, Census Tract 405.07, Maricopa County, Arizona",823,799,9,33.664202,-112.368025,2,6,2,1,4
040130405121,"Block Group 1, Census Tract 405.12, Maricopa County, Arizona",1690,1656,15,33.677607,-112.390314,3,12,1,1,2
040130405131,"Block Group 1, Census Tract 405.13, Maricopa County, Arizona",1365,1341,11,33.67102,-112.361337,2,5,0,2,4
040130405132,"Block Group 2, Census Tract 405.13, Maricopa County, Arizona",1666,1636,13,33.678144,-112.370331,0,10,0,2,5
040130405141,"Block Group 1, Census Tract 405.14, Maricopa County, Arizona",1922,1881,12,33.676788,-112.334529,4,12,2,6,5
040130405142,"Block Group 2, Census Tract 405.14, Maricopa County, Arizona",1182,1163,4,33.672278,-112.341076,1,10,0,1,3
040130405151,"Block Group 1, Census Tract 405.15, Maricopa County, Arizona",2511,2036,10,33.948205,-112.987378,46,5,3,372,39
040130405152,"Block Group 2, Census Tract 405.15, Maricopa County, Arizona",2281,1949,8,33.837147,-112.678027,24,17,1,227,55
040130405161,"Block Group 1, Census Tract 405.16, Maricopa County, Arizona",782,704,12,33.711729,-112.617918,7,7,0,36,16
040130405162,"Block Group 2, Census Tract 405.16, Maricopa County, Arizona",2074,1944,42,33.66882,-112.626158,7,19,5,43,14
040130405171,"Block Group 1, Census Tract 405.17, Maricopa County, Arizona",4058,3379,25,33.765059,-112.543216,50,38,6,443,117
040130405172,"Block Group 2, Census Tract 405.17, Maricopa County, Arizona",3563,2638,120,33.688855,-112.472474,24,45,1,629,106
040130405181,"Block Group 1, Census Tract 405.18, Maricopa County, Arizona",1767,1569,2,33.905301,-112.640554,27,3,1,130,35
040130405182,"Block Group 2, Census Tract 405.18, Maricopa County, Arizona",1866,1713,5,33.755858,-112.425175,8,7,4,63,66
040130405183,"Block Group 3, Census Tract 405.18, Maricopa County, Arizona",1056,883,56,33.730382,-112.43644,13,23,3,36,42
040130405184,"Block Group 4, Census Tract 405.18, Maricopa County, Arizona",1126,946,55,33.717359,-112.418068,1,9,0,79,36
040130405185,"Block Group 5, Census Tract 405.18, Maricopa County, Arizona",864,773,5,33.722361,-112.388417,8,8,6,53,11
040130405191,"Block Group 1, Census Tract 405.19, Maricopa County, Arizona",1785,1564,37,33.755995,-112.345416,7,70,1,40,66
040130405192,"Block Group 2, Census Tract 405.19, Maricopa County, Arizona",751,710,11,33.737969,-112.332881,0,17,1,7,5
040130405193,"Block Group 3, Census Tract 405.19, Maricopa County, Arizona",1059,999,29,33.729747,-112.332143,3,16,0,4,8
040130405201,"Block Group 1, Census Tract 405.20, Maricopa County, Arizona",2537,2191,86,33.757203,-112.333705,7,71,15,78,89
040130405202,"Block Group 2, Census Tract 405.20, Maricopa County, Arizona",1605,1373,43,33.750737,-112.319943,2,88,3,44,52
040130405211,"Block Group 1, Census Tract 405.21, Maricopa County, Arizona",4560,3987,95,33.696067,-112.31675,25,103,3,173,174
040130405221,"Block Group 1, Census Tract 405.22, Maricopa County, Arizona",1771,1722,18,33.687182,-112.375313,3,15,3,2,8
040130405222,"Block Group 2, Census Tract 405.22, Maricopa County, Arizona",1310,1274,7,33.687131,-112.386684,2,10,1,3,13
040130405223,"Block Group 3, Census Tract 405.22, Maricopa County, Arizona",1100,1068,15,33.687239,-112.364055,1,14,0,1,1
040130405231,"Block Group 1, Census Tract 405.23, Maricopa County, Arizona",3300,3133,60,33.690558,-112.348112,14,42,2,16,33
040130405241,"Block Group 1, Census Tract 405.24, Maricopa County, Arizona",828,784,15,33.672339,-112.420249,3,17,0,2,7
040130405242,"Block Group 2, Census Tract 405.24, Maricopa County, Arizona",646,610,22,33.677624,-112.413633,1,5,0,2,6
040130405251,"Block Group 1, Census Tract 405.25, Maricopa County, Arizona",554,539,7,33.654628,-112.444197,0,7,1,0,0
040130405252,"Block Group 2, Census Tract 405.25, Maricopa County, Arizona",463,450,10,33.663205,-112.431128,0,2,1,0,0
040130405253,"Block Group 3, Census Tract 405.25, Maricopa County, Arizona",534,509,15,33.655754,-112.431822,1,5,0,1,3
040130405254,"Block Group 4, Census Tract 405.25, Maricopa County, Arizona",537,516,9,33.669018,-112.418041,1,6,0,3,2
040130405255,"Block Group 5, Census Tract 405.25, Maricopa County, Arizona",563,542,6,33.663379,-112.419847,1,12,0,0,2
040130405256,"Block Group 6, Census Tract 405.25, Maricopa County, Arizona",395,388,3,33.656727,-112.423509,0,4,0,0,0
040130405261,"Block Group 1, Census Tract 405.26, Maricopa County, Arizona",1144,1109,8,33.645989,-112.448726,3,10,0,4,10
040130405262,"Block Group 2, Census Tract 405.26, Maricopa County, Arizona",325,312,8,33.647058,-112.443427,1,2,0,1,1
040130405263,"Block Group 3, Census Tract 405.26, Maricopa County, Arizona",896,870,12,33.646579,-112.439709,1,6,3,3,1
040130405271,"Block Group 1, Census Tract 405.27, Maricopa County, Arizona",576,566,3,33.650412,-112.431579,3,2,0,0,2
040130405272,"Block Group 2, Census Tract 405.27, Maricopa County, Arizona",1013,994,5,33.644129,-112.429652,5,0,1,1,7
040130405273,"Block Group 3, Census Tract 405.27, Maricopa County, Arizona",2595,2165,114,33.644651,-112.422378,11,76,4,143,82
040130405281,"Block Group 1, Census Tract 405.28, Maricopa County, Arizona",946,915,14,33.645368,-112.412328,2,6,1,5,3
040130405282,"Block Group 2, Census Tract 405.28, Maricopa County, Arizona",956,944,4,33.650733,-112.411311,1,3,0,0,4
040130405283,"Block Group 3, Census Tract 405.28, Maricopa County, Arizona",790,774,2,33.661053,-112.41112,2,11,0,0,1
040130405284,"Block Group 4, Census Tract 405.28, Maricopa County, Arizona",821,805,8,33.665452,-112.402319,0,7,0,0,1
040130405285,"Block Group 5, Census Tract 405.28, Maricopa County, Arizona",1330,1293,9,33.647487,-112.399746,10,14,0,1,3
040130405286,"Block Group 6, Census Tract 405.28, Maricopa County, Arizona",1369,1335,22,33.649843,-112.388847,1,7,1,2,1
040130405291,"Block Group 1, Census Tract 405.29, Maricopa County, Arizona",1047,1018,11,33.673007,-112.402399,3,12,0,0,3
040130405292,"Block Group 2, Census Tract 405.29, Maricopa County, Arizona",739,708,15,33.665291,-112.389465,2,11,0,0,3
040130405293,"Block Group 3, Census Tract 405.29, Maricopa County, Arizona",223,221,0,33.658134,-112.379919,0,1,0,0,1
040130405294,"Block Group 4, Census Tract 405.29, Maricopa County, Arizona",1213,1186,8,33.658296,-112.393251,2,14,0,0,3
040130405301,"Block Group 1, Census Tract 405.30, Maricopa County, Arizona",1615,1310,112,33.646935,-112.383325,15,32,2,74,70
040130405302,"Block Group 2, Census Tract 405.30, Maricopa County, Arizona",1944,1681,68,33.642284,-112.383469,5,31,9,68,82
040130405311,"Block Group 1, Census Tract 405.31, Maricopa County, Arizona",1371,1144,86,33.647737,-112.370116,7,17,0,78,39
040130405312,"Block Group 2, Census Tract 405.31, Maricopa County, Arizona",829,792,7,33.642289,-112.372607,4,5,0,7,14
040130405313,"Block Group 3, Census Tract 405.31, Maricopa County, Arizona",242,192,28,33.651164,-112.374751,1,10,0,4,7
040130405314,"Block Group 4, Census Tract 405.31, Maricopa County, Arizona",953,915,15,33.64134,-112.364505,4,5,1,2,11
040130506031,"Block Group 1, Census Tract 506.03, Maricopa County, Arizona",1116,696,7,33.518205,-112.879103,32,2,3,348,28
040130506032,"Block Group 2, Census Tract 506.03, Maricopa County, Arizona",2888,2179,69,33.443634,-112.897654,38,5,7,495,95
040130506033,"Block Group 3, Census Tract 506.03, Maricopa County, Arizona",532,335,9,33.295532,-113.026123,3,0,0,179,6
040130506041,"Block Group 1, Census Tract 506.04, Maricopa County, Arizona",2491,1868,31,33.409794,-112.786956,27,10,0,480,75
040130506042,"Block Group 2, Census Tract 506.04, Maricopa County, Arizona",1236,783,8,33.366397,-112.723208,16,0,0,403,26
040130506051,"Block Group 1, Census Tract 506.05, Maricopa County, Arizona",2050,1551,89,33.47161,-112.700751,23,33,5,280,69
040130506052,"Block Group 2, Census Tract 506.05, Maricopa County, Arizona",1604,1150,144,33.508562,-112.69893,20,39,4,166,81
040130506053,"Block Group 3, Census Tract 506.05, Maricopa County, Arizona",2174,1683,85,33.477574,-112.532335,31,58,4,214,99
040130506061,"Block Group 1, Census Tract 506.06, Maricopa County, Arizona",1556,1279,51,33.507312,-112.487888,12,36,4,133,41
040130506062,"Block Group 2, Census Tract 506.06, Maricopa County, Arizona",2608,2071,106,33.489349,-112.504398,21,102,3,180,125
040130506063,"Block Group 3, Census Tract 506.06, Maricopa County, Arizona",2635,2135,40,33.479195,-112.476469,15,66,0,307,72
040130506071,"Block Group 1, Census Tract 506.07, Maricopa County, Arizona",944,486,112,33.372371,-112.630666,9,5,14,276,42
040130506072,"Block Group 2, Census Tract 506.07, Maricopa County, Arizona",951,590,102,33.424555,-112.603581,4,11,2,193,49
040130506073,"Block Group 3, Census Tract 506.07, Maricopa County, Arizona",1861,1246,121,33.416887,-112.603723,14,30,2,367,81
040130506074,"Block Group 4, Census Tract 506.07, Maricopa County, Arizona",1298,932,60,33.40982,-112.58706,15,51,5,186,49
040130506075,"Block Group 5, Census Tract 506.07, Maricopa County, Arizona",1451,930,80,33.396832,-112.58624,10,34,1,324,72
040130506081,"Block Group 1, Census Tract 506.08, Maricopa County, Arizona",1610,995,156,33.43856,-112.568287,29,40,5,298,87
040130506082,"Block Group 2, Census Tract 506.08, Maricopa County, Arizona",1042,738,33,33.427951,-112.57278,22,15,4,183,47
040130506083,"Block Group 3, Census Tract 506.08, Maricopa County, Arizona",2232,1363,197,33.429651,-112.55044,39,62,1,436,134
040130506084,"Block Group 4, Census Tract 506.08, Maricopa County, Arizona",2279,1532,181,33.433145,-112.541451,25,25,2,385,129
040130506091,"Block Group 1, Census Tract 506.09, Maricopa County, Arizona",2229,1480,145,33.446963,-112.54046,50,39,4,417,94
040130506092,"Block Group 2, Census Tract 506.09, Maricopa County, Arizona",1000,926,35,33.439682,-112.545257,3,7,0,14,15
040130506093,"Block Group 3, Census Tract 506.09, Maricopa County, Arizona",1645,1030,111,33.439341,-112.531109,26,56,4,338,80
040130506101,"Block Group 1, Census Tract 506.10, Maricopa County, Arizona",3501,2327,210,33.446965,-112.504799,53,57,4,724,126
040130506102,"Block Group 2, Census Tract 506.10, Maricopa County, Arizona",3316,2115,171,33.430686,-112.52409,25,70,8,817,110
040130506103,"Block Group 3, Census Tract 506.10, Maricopa County, Arizona",1098,878,20,33.421635,-112.492847,5,5,0,171,19
040130506111,"Block Group 1, Census Tract 506.11, Maricopa County, Arizona",3447,2116,277,33.397777,-112.560897,75,63,13,719,184
040130506112,"Block Group 2, Census Tract 506.11, Maricopa County, Arizona",1030,737,39,33.378498,-112.511676,1,7,5,219,22
040130507011,"Block Group 1, Census Tract 507.01, Maricopa County, Arizona",2697,1899,193,33.385907,-112.602663,43,37,2,382,141
040130507012,"Block Group 2, Census Tract 507.01, Maricopa County, Arizona",2395,1497,94,33.381962,-112.58226,41,1,3,674,85
040130507021,"Block Group 1, Census Tract 507.02, Maricopa County, Arizona",1713,1055,68,33.374489,-112.581659,40,2,5,464,79
040130507022,"Block Group 2, Census Tract 507.02, Maricopa County, Arizona",1598,930,152,33.366418,-112.593577,23,13,0,422,58
040130507023,"Block Group 3, Census Tract 507.02, Maricopa County, Arizona",1969,1179,83,33.369618,-112.574722,43,19,2,532,111
040130608011,"Block Group 1, Census Tract 608.01, Maricopa County, Arizona",1283,620,18,33.629848,-112.332265,16,7,4,551,67
040130608012,"Block Group 2, Census Tract 608.01, Maricopa County, Arizona",1295,616,158,33.628992,-112.327182,17,4,5,414,81
040130608013,"Block Group 3, Census Tract 608.01, Maricopa County, Arizona",1078,532,41,33.634274,-112.336109,30,4,0,421,50
040130608014,"Block Group 4, Census Tract 608.01, Maricopa County, Arizona",1197,1066,39,33.634814,-112.320888,8,7,6,51,20
040130608015,"Block Group 5, Census Tract 608.01, Maricopa County, Arizona",979,366,8,33.625626,-112.338671,12,9,0,545,39
040130608021,"Block Group 1, Census Tract 608.02, Maricopa County, Arizona",717,517,67,33.62726,-112.320476,11,19,1,80,22
040130608022,"Block Group 2, Census Tract 608.02, Maricopa County, Arizona",1258,876,64,33.620379,-112.315989,16,34,1,218,49
040130609011,"Block Group 1, Census Tract 609.01, Maricopa County, Arizona",622,420,32,33.622053,-112.336096,20,1,0,126,23
040130609012,"Block Group 2, Census Tract 609.01, Maricopa County, Arizona",1809,1205,145,33.618278,-112.33647,18,35,6,265,135
040130609013,"Block Group 3, Census Tract 609.01, Maricopa County, Arizona",2209,1425,198,33.614973,-112.334961,14,47,8,406,111
040130609021,"Block Group 1, Census Tract 609.02, Maricopa County, Arizona",971,649,100,33.611172,-112.333705,13,21,3,137,48
040130609022,"Block Group 2, Census Tract 609.02, Maricopa County, Arizona",1214,487,46,33.61313,-112.327375,12,0,1,623,45
040130609023,"Block Group 3, Census Tract 609.02, Maricopa County, Arizona",1657,468,22,33.612029,-112.321216,20,1,0,1087,59
040130609031,"Block Group 1, Census Tract 609.03, Maricopa County, Arizona",818,482,67,33.60567,-112.322965,14,8,6,190,51
040130609032,"Block Group 2, Census Tract 609.03, Maricopa County, Arizona",1135,548,20,33.606275,-112.318573,20,5,5,516,21
040130609033,"Block Group 3, Census Tract 609.03, Maricopa County, Arizona",1643,1025,137,33.600765,-112.320326,14,29,1,349,88
040130609034,"Block Group 4, Census Tract 609.03, Maricopa County, Arizona",1387,825,101,33.596655,-112.319882,18,12,2,354,75
040130609041,"Block Group 1, Census Tract 609.04, Maricopa County, Arizona",845,344,30,33.605766,-112.312459,9,1,0,415,46
040130609042,"Block Group 2, Census Tract 609.04, Maricopa County, Arizona",1547,859,117,33.599079,-112.313912,51,24,5,387,104
040130609043,"Block Group 3, Census Tract 609.04, Maricopa County, Arizona",1135,719,96,33.598005,-112.30943,12,10,0,223,75
040130610091,"Block Group 1, Census Tract 610.09, Maricopa County, Arizona",3169,2112,319,33.454825,-112.416196,31,77,2,428,200
040130610092,"Block Group 2, Census Tract 610.09, Maricopa County, Arizona",1970,1266,198,33.456534,-112.397616,27,40,1,351,87
040130610093,"Block Group 3, Census Tract 610.09, Maricopa County, Arizona",1279,1159,38,33.474169,-112.404056,2,47,2,15,16
040130610094,"Block Group 4, Census Tract 610.09, Maricopa County, Arizona",1900,1250,167,33.475749,-112.381061,13,174,4,212,80
040130610101,"Block Group 1, Census Tract 610.10, Maricopa County, Arizona",1591,1397,24,33.490243,-112.356028,24,35,0,74,37
040130610102,"Block Group 2, Census Tract 610.10, Maricopa County, Arizona",1576,1435,26,33.500557,-112.35004,12,21,0,55,27
040130610103,"Block Group 3, Census Tract 610.10, Maricopa County, Arizona",1471,1154,59,33.499883,-112.368126,9,137,1,85,26
040130610111,"Block Group 1, Census Tract 610.11, Maricopa County, Arizona",1407,871,97,33.531415,-112.334367,15,76,0,263,85
040130610112,"Block Group 2, Census Tract 610.11, Maricopa County, Arizona",4298,2820,491,33.514992,-112.32955,51,235,11,512,178
040130610121,"Block Group 1, Census Tract 610.12, Maricopa County, Arizona",2159,1535,100,33.472925,-112.369134,7,268,3,163,83
040130610122,"Block Group 2, Census Tract 610.12, Maricopa County, Arizona",1744,985,157,33.454276,-112.348046,45,19,12,438,88
040130610123,"Block Group 3, Census Tract 610.12, Maricopa County, Arizona",2063,1676,74,33.473216,-112.348361,14,129,2,113,55
040130610124,"Block Group 4, Census Tract 610.12, Maricopa County, Arizona",1714,1299,113,33.469054,-112.352512,5,111,3,127,56
040130610131,"Block Group 1, Census Tract 610.13, Maricopa County, Arizona",2905,1800,361,33.499352,-112.328458,16,274,2,321,131
040130610132,"Block Group 2, Census Tract 610.13, Maricopa County, Arizona",2804,1860,255,33.499192,-112.335562,46,146,6,314,177
040130610141,"Block Group 1, Census Tract 610.14, Maricopa County, Arizona",2974,1811,353,33.489173,-112.331912,41,108,8,494,159
040130610142,"Block Group 2, Census Tract 610.14, Maricopa County, Arizona",1931,1309,162,33.482404,-112.33232,25,71,8,257,99
040130610151,"Block Group 1, Census Tract 610.15, Maricopa County, Arizona",2395,1768,179,33.47543,-112.334719,30,54,1,245,118
040130610152,"Block Group 2, Census Tract 610.15, Maricopa County, Arizona",1195,753,146,33.468666,-112.336951,7,28,7,196,58
040130610153,"Block Group 3, Census Tract 610.15, Maricopa County, Arizona",2167,1607,149,33.471456,-112.328047,21,72,13,186,119
040130610161,"Block Group 1, Census Tract 610.16, Maricopa County, Arizona",4614,2982,385,33.499435,-112.393327,25,625,7,413,177
040130610171,"Block Group 1, Census Tract 610.17, Maricopa County, Arizona",3496,2142,376,33.46995,-112.4404,289,22,0,573,94
040130610181,"Block Group 1, Census Tract 610.18, Maricopa County, Arizona",1623,1548,43,33.485535,-112.402041,2,17,1,7,5
040130610182,"Block Group 2, Census Tract 610.18, Maricopa County, Arizona",1656,1574,32,33.486295,-112.389766,1,31,5,2,11
040130610183,"Block Group 3, Census Tract 610.18, Maricopa County, Arizona",1381,1314,36,33.487026,-112.382027,1,16,1,6,7
040130610191,"Block Group 1, Census Tract 610.19, Maricopa County, Arizona",628,446,8,33.426479,-112.446892,6,0,0,147,21
040130610192,"Block Group 2, Census Tract 610.19, Maricopa County, Arizona",626,443,4,33.460035,-112.450472,23,3,0,138,15
040130610193,"Block Group 3, Census Tract 610.19, Maricopa County, Arizona",1907,1312,142,33.44356,-112.435687,26,130,3,221,73
040130610201,"Block Group 1, Census Tract 610.20, Maricopa County, Arizona",1008,759,60,33.490525,-112.373358,5,49,0,95,40
040130610202,"Block Group 2, Census Tract 610.20, Maricopa County, Arizona",1220,871,62,33.489686,-112.365591,19,63,0,127,78
040130610203,"Block Group 3, Census Tract 610.20, Maricopa County, Arizona",1607,1178,100,33.482071,-112.367938,3,115,6,130,75
040130610211,"Block Group 1, Census Tract 610.21, Maricopa County, Arizona",1753,1191,118,33.485406,-112.348886,5,223,0,131,85
040130610221,"Block Group 1, Census Tract 610.22, Maricopa County, Arizona",2910,2059,177,33.443329,-112.416249,19,140,4,384,127
040130610222,"Block Group 2, Census Tract 610.22, Maricopa County, Arizona",3422,2216,212,33.444069,-112.404222,90,67,2,659,176
040130610223,"Block Group 3, Census Tract 610.22, Maricopa County, Arizona",2537,1505,297,33.443178,-112.387101,29,102,6,436,162
040130610231,"Block Group 1, Census Tract 610.23, Maricopa County, Arizona",2667,1856,168,33.429658,-112.433075,40,76,6,382,139
040130610232,"Block Group 2, Census Tract 610.23, Maricopa County, Arizona",1710,1255,91,33.427008,-112.418634,14,41,0,240,69
040130610233,"Block Group 3, Census Tract 610.23, Maricopa County, Arizona",2103,1320,174,33.427166,-112.404715,20,108,6,398,77
040130610234,"Block Group 4, Census Tract 610.23, Maricopa County, Arizona",2720,2007,197,33.427475,-112.397337,28,34,8,351,95
040130610241,"Block Group 1, Census Tract 610.24, Maricopa County, Arizona",2177,1388,156,33.417378,-112.40397,26,44,12,431,120
040130610251,"Block Group 1, Census Tract 610.25, Maricopa County, Arizona",1878,1460,109,33.63103,-112.451072,21,108,3,103,74
040130610252,"Block Group 2, Census Tract 610.25, Maricopa County, Arizona",2289,1828,158,33.631329,-112.439311,10,75,8,101,109
040130610253,"Block Group 3, Census Tract 610.25, Maricopa County, Arizona",3278,2622,164,33.631541,-112.430478,27,137,12,201,115
040130610261,"Block Group 1, Census Tract 610.26, Maricopa County, Arizona",3116,2525,242,33.630855,-112.423101,35,57,3,119,135
040130610262,"Block Group 2, Census Tract 610.26, Maricopa County, Arizona",2342,1869,133,33.631239,-112.414225,26,57,4,173,80
040130610271,"Block Group 1, Census Tract 610.27, Maricopa County, Arizona",1177,972,73,33.635478,-112.405452,3,15,2,59,53
040130610272,"Block Group 2, Census Tract 610.27, Maricopa County, Arizona",1199,1002,55,33.626965,-112.405633,8,23,1,66,44
040130610273,"Block Group 3, Census Tract 610.27, Maricopa County, Arizona",1529,1250,86,33.630474,-112.401698,5,19,0,107,62
040130610274,"Block Group 4, Census Tract 610.27, Maricopa County, Arizona",1105,797,106,33.635433,-112.397069,11,20,4,107,60
040130610275,"Block Group 5, Census Tract 610.27, Maricopa County, Arizona",529,437,33,33.628456,-112.395809,7,11,0,30,11
040130610281,"Block Group 1, Census Tract 610.28, Maricopa County, Arizona",2417,1794,194,33.63357,-112.387191,14,75,8,187,145
040130610291,"Block Group 1, Census Tract 610.29, Maricopa County, Arizona",1409,1106,98,33.633893,-112.356935,10,26,2,100,67
040130610292,"Block Group 2, Census Tract 610.29, Maricopa County, Arizona",920,734,37,33.626951,-112.354393,1,18,0,70,60
040130610293,"Block Group 3, Census Tract 610.29, Maricopa County, Arizona",1454,1233,46,33.633335,-112.349334,10,32,5,79,49
040130610294,"Block Group 4, Census Tract 610.29, Maricopa County, Arizona",1122,833,71,33.626715,-112.346252,3,44,2,120,49
040130610301,"Block Group 1, Census Tract 610.30, Maricopa County, Arizona",2211,1831,116,33.62058,-112.44995,17,74,5,90,78
040130610302,"Block Group 2, Census Tract 610.30, Maricopa County, Arizona",2136,1778,101,33.617905,-112.440077,11,21,17,110,98
040130610303,"Block Group 3, Census Tract 610.30, Maricopa County, Arizona",2925,2230,199,33.617821,-112.434599,12,52,16,249,167
040130610311,"Block Group 1, Census Tract 610.31, Maricopa County, Arizona",3315,2500,242,33.601259,-112.435615,34,150,6,230,153
040130610321,"Block Group 1, Census Tract 610.32, Maricopa County, Arizona",1837,1491,89,33.621033,-112.405123,16,29,1,125,86
040130610322,"Block Group 2, Census Tract 610.32, Maricopa County, Arizona",1912,1509,91,33.6127,-112.40489,11,65,2,115,119
040130610323,"Block Group 3, Census Tract 610.32, Maricopa County, Arizona",777,636,34,33.620955,-112.396737,17,11,0,60,19
040130610324,"Block Group 4, Census Tract 610.32, Maricopa County, Arizona",1053,818,52,33.614084,-112.398037,11,29,10,78,55
040130610331,"Block Group 1, Census Tract 610.33, Maricopa County, Arizona",1880,1530,79,33.619483,-112.387705,12,17,8,116,118
040130610332,"Block Group 2, Census Tract 610.33, Maricopa County, Arizona",2148,1675,105,33.613272,-112.387814,16,62,7,179,104
040130610333,"Block Group 3, Census Tract 610.33, Maricopa County, Arizona",1983,1551,113,33.61794,-112.379427,28,37,3,146,105
040130610341,"Block Group 1, Census Tract 610.34, Maricopa County, Arizona",2058,1566,133,33.620056,-112.372176,8,124,1,110,116
040130610342,"Block Group 2, Census Tract 610.34, Maricopa County, Arizona",1477,1159,86,33.612946,-112.373105,7,34,4,117,70
040130610343,"Block Group 3, Census Tract 610.34, Maricopa County, Arizona",2293,1707,228,33.620588,-112.364301,18,55,3,155,127
040130610344,"Block Group 4, Census Tract 610.34, Maricopa County, Arizona",936,715,57,33.612525,-112.365744,4,63,0,63,34
040130610351,"Block Group 1, Census Tract 610.35, Maricopa County, Arizona",1763,1339,105,33.619886,-112.354916,8,100,3,124,84
040130610352,"Block Group 2, Census Tract 610.35, Maricopa County, Arizona",1444,983,128,33.612748,-112.354108,10,75,2,153,93
040130610353,"Block Group 3, Census Tract 610.35, Maricopa County, Arizona",1885,1523,100,33.616221,-112.348592,2,32,5,133,90
040130610354,"Block Group 4, Census Tract 610.35, Maricopa County, Arizona",1607,1256,100,33.615709,-112.344174,22,29,15,111,74
040130610361,"Block Group 1, Census Tract 610.36, Maricopa County, Arizona",458,319,33,33.591307,-112.398795,1,59,2,18,26
040130610362,"Block Group 2, Census Tract 610.36, Maricopa County, Arizona",2031,1397,156,33.584851,-112.403733,24,171,2,193,88
040130610371,"Block Group 1, Census Tract 610.37, Maricopa County, Arizona",1784,1433,88,33.603728,-112.389477,8,79,2,86,88
040130610372,"Block Group 2, Census Tract 610.37, Maricopa County, Arizona",2173,1648,146,33.598772,-112.381138,24,54,5,180,116
040130610381,"Block Group 1, Census Tract 610.38, Maricopa County, Arizona",1528,1121,125,33.591897,-112.389335,22,28,3,137,92
040130610382,"Block Group 2, Census Tract 610.38, Maricopa County, Arizona",1399,1043,90,33.591231,-112.380292,14,60,6,109,77
040130610383,"Block Group 3, Census Tract 610.38, Maricopa County, Arizona",1598,1196,103,33.585966,-112.387267,20,56,1,135,87
040130610391,"Block Group 1, Census Tract 610.39, Maricopa County, Arizona",2165,1636,159,33.590969,-112.36958,13,109,2,156,90
040130610392,"Block Group 2, Census Tract 610.39, Maricopa County, Arizona",585,444,38,33.583343,-112.368983,1,35,0,46,21
040130610393,"Block Group 3, Census Tract 610.39, Maricopa County, Arizona",958,692,55,33.599315,-112.365176,4,91,4,67,45
040130610401,"Block Group 1, Census Tract 610.40, Maricopa County, Arizona",1456,971,114,33.606012,-112.338028,19,47,4,203,98
