Maricopa County Block Groups GEO_ID,Geographic Area Name,Total,White,Black,Latitutde,Longitude,Native American,Asian,Pacific Islander,Other,Two Race
040131032151,"Block Group 1, Census Tract 1032.15, Maricopa County, Arizona",1488,1390,12,33.636453,-111.985544,13,17,3,21,32
040131032152,"Block Group 2, Census Tract 1032.15, Maricopa County, Arizona",1291,1176,18,33.6299,-111.984795,4,45,0,24,24
040131032161,"Block Group 1, Census Tract 1032.16, Maricopa County, Arizona",1150,1040,19,33.636853,-111.964619,4,45,0,17,25
040131032162,"Block Group 2, Census Tract 1032.16, Maricopa County, Arizona",1427,1285,13,33.629382,-111.967141,14,46,1,39,29
040131032163,"Block Group 3, Census Tract 1032.16, Maricopa County, Arizona",1436,1287,47,33.631284,-111.974812,8,31,6,20,37
040131032164,"Block Group 4, Census Tract 1032.16, Maricopa County, Arizona",1179,879,31,33.638171,-111.972988,11,158,10,40,50
040131032171,"Block Group 1, Census Tract 1032.17, Maricopa County, Arizona",1288,1163,8,33.637618,-111.950403,0,56,0,16,45
040131032172,"Block Group 2, Census Tract 1032.17, Maricopa County, Arizona",1746,1646,23,33.630382,-111.946628,1,26,0,14,36
040131032173,"Block Group 3, Census Tract 1032.17, Maricopa County, Arizona",1638,1523,5,33.631405,-111.956239,1,74,0,15,20
040131032174,"Block Group 4, Census Tract 1032.17, Maricopa County, Arizona",1623,1166,59,33.638723,-111.957249,31,192,3,112,60
040131032191,"Block Group 1, Census Tract 1032.19, Maricopa County, Arizona",1004,888,13,33.628983,-111.932947,12,66,0,6,19
040131032192,"Block Group 2, Census Tract 1032.19, Maricopa County, Arizona",994,921,9,33.634123,-111.940693,1,32,2,19,10
040131032193,"Block Group 3, Census Tract 1032.19, Maricopa County, Arizona",1014,930,7,33.636281,-111.934549,0,26,0,20,31
040131032201,"Block Group 1, Census Tract 1032.20, Maricopa County, Arizona",1347,1223,12,33.615643,-111.93662,4,60,0,25,23
040131032202,"Block Group 2, Census Tract 1032.20, Maricopa County, Arizona",684,623,9,33.616561,-111.930436,0,31,0,5,16
040131032203,"Block Group 3, Census Tract 1032.20, Maricopa County, Arizona",963,733,24,33.620529,-111.937445,1,149,1,31,24
040131033021,"Block Group 1, Census Tract 1033.02, Maricopa County, Arizona",1758,1207,19,33.622005,-112.004277,26,36,5,425,40
040131033022,"Block Group 2, Census Tract 1033.02, Maricopa County, Arizona",2155,1715,29,33.616882,-111.999874,29,18,0,285,79
040131033023,"Block Group 3, Census Tract 1033.02, Maricopa County, Arizona",1692,1259,46,33.617575,-112.009214,12,20,7,296,52
040131033024,"Block Group 4, Census Tract 1033.02, Maricopa County, Arizona",641,523,18,33.624612,-111.99821,12,20,1,50,17
040131033031,"Block Group 1, Census Tract 1033.03, Maricopa County, Arizona",1572,1317,23,33.633303,-111.999786,18,37,0,150,27
040131033032,"Block Group 2, Census Tract 1033.03, Maricopa County, Arizona",1110,970,39,33.637156,-112.008748,11,20,2,33,35
040131033033,"Block Group 3, Census Tract 1033.03, Maricopa County, Arizona",793,674,10,33.630831,-112.009273,3,41,3,41,21
040131033041,"Block Group 1, Census Tract 1033.04, Maricopa County, Arizona",1901,1244,53,33.637514,-112.017342,41,9,8,475,71
040131033042,"Block Group 2, Census Tract 1033.04, Maricopa County, Arizona",1355,942,49,33.631261,-112.014498,17,26,0,277,44
040131033043,"Block Group 3, Census Tract 1033.04, Maricopa County, Arizona",1418,734,44,33.629601,-112.017846,21,20,0,549,50
040131033051,"Block Group 1, Census Tract 1033.05, Maricopa County, Arizona",1276,808,35,33.637281,-112.028663,35,4,0,330,64
040131033052,"Block Group 2, Census Tract 1033.05, Maricopa County, Arizona",1816,1168,39,33.636521,-112.023183,40,7,0,508,54
040131033061,"Block Group 1, Census Tract 1033.06, Maricopa County, Arizona",1478,956,97,33.6297,-112.027041,32,5,5,340,43
040131033062,"Block Group 2, Census Tract 1033.06, Maricopa County, Arizona",2141,1398,203,33.630244,-112.022098,40,21,16,369,94
040131034001,"Block Group 1, Census Tract 1034, Maricopa County, Arizona",1701,1473,20,33.602467,-112.006984,19,22,8,108,51
040131034002,"Block Group 2, Census Tract 1034, Maricopa County, Arizona",1483,1168,27,33.609401,-112.003251,8,16,1,222,41
040131034003,"Block Group 3, Census Tract 1034, Maricopa County, Arizona",1472,1197,29,33.605464,-111.998922,38,22,1,118,67
040131035011,"Block Group 1, Census Tract 1035.01, Maricopa County, Arizona",1088,820,17,33.622506,-112.027046,14,21,7,163,46
040131035012,"Block Group 2, Census Tract 1035.01, Maricopa County, Arizona",960,817,21,33.622114,-112.019564,3,26,0,67,26
040131035013,"Block Group 3, Census Tract 1035.01, Maricopa County, Arizona",1059,872,31,33.614393,-112.017466,9,50,0,76,21
040131035021,"Block Group 1, Census Tract 1035.02, Maricopa County, Arizona",1491,1290,41,33.608219,-112.017354,9,76,0,45,30
040131035022,"Block Group 2, Census Tract 1035.02, Maricopa County, Arizona",1068,893,19,33.600901,-112.031608,19,20,0,95,22
040131035023,"Block Group 3, Census Tract 1035.02, Maricopa County, Arizona",1153,1001,40,33.601017,-112.017775,10,17,1,51,33
040131035024,"Block Group 4, Census Tract 1035.02, Maricopa County, Arizona",992,911,16,33.609841,-112.026589,8,14,0,23,20
040131035025,"Block Group 5, Census Tract 1035.02, Maricopa County, Arizona",1210,1062,23,33.599987,-112.025421,3,20,3,59,40
040131036041,"Block Group 1, Census Tract 1036.04, Maricopa County, Arizona",1825,1253,8,33.629456,-112.095233,16,67,5,429,47
040131036042,"Block Group 2, Census Tract 1036.04, Maricopa County, Arizona",1079,913,44,33.63584,-112.082465,4,86,1,17,14
040131036043,"Block Group 3, Census Tract 1036.04, Maricopa County, Arizona",1194,953,68,33.637193,-112.074824,43,65,1,35,29
040131036051,"Block Group 1, Census Tract 1036.05, Maricopa County, Arizona",1711,1447,40,33.618681,-112.091139,15,124,6,32,47
040131036052,"Block Group 2, Census Tract 1036.05, Maricopa County, Arizona",1934,1828,6,33.618642,-112.079231,5,46,0,24,25
040131036053,"Block Group 3, Census Tract 1036.05, Maricopa County, Arizona",1040,971,12,33.611784,-112.069929,5,18,5,20,9
040131036054,"Block Group 4, Census Tract 1036.05, Maricopa County, Arizona",1282,1210,19,33.621505,-112.06938,2,15,2,10,24
040131036061,"Block Group 1, Census Tract 1036.06, Maricopa County, Arizona",875,770,8,33.62936,-112.035175,1,11,3,58,24
040131036062,"Block Group 2, Census Tract 1036.06, Maricopa County, Arizona",1169,1034,24,33.631194,-112.044074,9,24,1,57,20
040131036063,"Block Group 3, Census Tract 1036.06, Maricopa County, Arizona",2045,1463,42,33.636579,-112.039024,23,129,4,302,82
040131036071,"Block Group 1, Census Tract 1036.07, Maricopa County, Arizona",1230,1003,19,33.622853,-112.034779,22,29,0,128,29
040131036072,"Block Group 2, Census Tract 1036.07, Maricopa County, Arizona",1303,1176,19,33.614357,-112.039523,11,43,0,32,22
040131036073,"Block Group 3, Census Tract 1036.07, Maricopa County, Arizona",935,806,29,33.614424,-112.048457,2,64,0,18,16
040131036074,"Block Group 4, Census Tract 1036.07, Maricopa County, Arizona",1028,918,25,33.620874,-112.038278,4,41,0,19,21
040131036081,"Block Group 1, Census Tract 1036.08, Maricopa County, Arizona",2243,1559,106,33.629532,-112.107259,37,289,4,164,84
040131036082,"Block Group 2, Census Tract 1036.08, Maricopa County, Arizona",1344,1002,60,33.629526,-112.113055,38,30,3,125,86
040131036091,"Block Group 1, Census Tract 1036.09, Maricopa County, Arizona",960,843,16,33.615987,-112.112554,13,14,0,58,16
040131036092,"Block Group 2, Census Tract 1036.09, Maricopa County, Arizona",1032,918,22,33.622213,-112.111286,5,22,3,35,27
040131036093,"Block Group 3, Census Tract 1036.09, Maricopa County, Arizona",1623,984,123,33.616993,-112.101824,48,19,4,290,155
040131036094,"Block Group 4, Census Tract 1036.09, Maricopa County, Arizona",1665,953,185,33.613106,-112.102427,86,43,10,296,92
040131036111,"Block Group 1, Census Tract 1036.11, Maricopa County, Arizona",1646,1366,53,33.636786,-112.055888,14,73,6,75,59
040131036112,"Block Group 2, Census Tract 1036.11, Maricopa County, Arizona",1394,1276,15,33.630198,-112.057933,6,51,1,14,31
040131036113,"Block Group 3, Census Tract 1036.11, Maricopa County, Arizona",2081,1871,49,33.618838,-112.059025,7,81,0,34,39
040131036121,"Block Group 1, Census Tract 1036.12, Maricopa County, Arizona",1054,811,67,33.634143,-112.066942,16,28,0,60,72
040131036122,"Block Group 2, Census Tract 1036.12, Maricopa County, Arizona",1130,1069,8,33.628685,-112.070187,10,11,1,14,17
040131036123,"Block Group 3, Census Tract 1036.12, Maricopa County, Arizona",1575,1448,22,33.629555,-112.08102,8,45,2,22,28
040131036124,"Block Group 4, Census Tract 1036.12, Maricopa County, Arizona",1003,768,78,33.633532,-112.069372,26,27,3,49,52
040131036141,"Block Group 1, Census Tract 1036.14, Maricopa County, Arizona",1992,1732,27,33.606002,-112.092896,35,29,16,116,37
040131036142,"Block Group 2, Census Tract 1036.14, Maricopa County, Arizona",1006,936,9,33.60525,-112.075572,5,27,0,5,24
040131036151,"Block Group 1, Census Tract 1036.15, Maricopa County, Arizona",836,577,68,33.585434,-112.088038,22,11,2,135,21
040131036152,"Block Group 2, Census Tract 1036.15, Maricopa County, Arizona",2040,1258,99,33.589561,-112.095637,131,39,1,462,50
040131036153,"Block Group 3, Census Tract 1036.15, Maricopa County, Arizona",1872,1029,211,33.584142,-112.095066,70,31,3,471,57
040131037011,"Block Group 1, Census Tract 1037.01, Maricopa County, Arizona",1176,926,55,33.601093,-112.039831,35,19,1,118,22
040131037012,"Block Group 2, Census Tract 1037.01, Maricopa County, Arizona",2280,1890,70,33.605549,-112.051692,16,173,2,57,72
040131037013,"Block Group 3, Census Tract 1037.01, Maricopa County, Arizona",1244,1065,41,33.607464,-112.03992,27,23,2,72,14
040131037021,"Block Group 1, Census Tract 1037.02, Maricopa County, Arizona",791,652,19,33.587484,-112.05144,6,4,1,84,25
040131037022,"Block Group 2, Census Tract 1037.02, Maricopa County, Arizona",1164,1042,10,33.583873,-112.057789,10,15,1,57,29
040131037023,"Block Group 3, Census Tract 1037.02, Maricopa County, Arizona",1101,939,65,33.590051,-112.060264,17,29,0,26,25
040131039001,"Block Group 1, Census Tract 1039, Maricopa County, Arizona",1329,1052,25,33.607299,-112.104097,39,15,0,167,31
040131039002,"Block Group 2, Census Tract 1039, Maricopa County, Arizona",1488,897,96,33.598466,-112.103567,83,29,4,314,65
040131039003,"Block Group 3, Census Tract 1039, Maricopa County, Arizona",1359,967,40,33.602123,-112.103987,41,17,0,253,41
040131039004,"Block Group 4, Census Tract 1039, Maricopa County, Arizona",1651,1383,51,33.604073,-112.113431,16,32,1,105,63
040131040001,"Block Group 1, Census Tract 1040, Maricopa County, Arizona",1633,1206,111,33.599596,-112.121356,31,37,4,181,63
040131040002,"Block Group 2, Census Tract 1040, Maricopa County, Arizona",1005,595,103,33.606821,-112.123598,38,82,5,126,56
040131040003,"Block Group 3, Census Tract 1040, Maricopa County, Arizona",1850,1293,37,33.599846,-112.129768,39,34,4,396,47
040131040004,"Block Group 4, Census Tract 1040, Maricopa County, Arizona",2237,1628,78,33.607629,-112.129669,66,68,2,294,101
040131041001,"Block Group 1, Census Tract 1041, Maricopa County, Arizona",1635,1208,64,33.621904,-112.120031,26,16,0,271,50
040131041002,"Block Group 2, Census Tract 1041, Maricopa County, Arizona",1719,1339,117,33.614271,-112.120671,21,33,16,107,86
040131041003,"Block Group 3, Census Tract 1041, Maricopa County, Arizona",1392,1177,35,33.614224,-112.12928,8,8,0,124,40
040131041004,"Block Group 4, Census Tract 1041, Maricopa County, Arizona",1821,1328,77,33.621649,-112.128226,24,31,0,319,42
040131042021,"Block Group 1, Census Tract 1042.02, Maricopa County, Arizona",1376,1116,34,33.614258,-112.13828,14,40,3,128,41
040131042022,"Block Group 2, Census Tract 1042.02, Maricopa County, Arizona",2205,1861,64,33.621568,-112.139182,24,45,5,145,61
040131042023,"Block Group 3, Census Tract 1042.02, Maricopa County, Arizona",1550,1326,63,33.614314,-112.146997,41,23,5,58,34
040131042031,"Block Group 1, Census Tract 1042.03, Maricopa County, Arizona",1155,785,37,33.590719,-112.138529,38,32,2,204,57
040131042032,"Block Group 2, Census Tract 1042.03, Maricopa County, Arizona",1185,954,34,33.58523,-112.138816,21,28,0,125,23
040131042033,"Block Group 3, Census Tract 1042.03, Maricopa County, Arizona",914,504,122,33.583731,-112.149194,47,21,9,143,68
040131042034,"Block Group 4, Census Tract 1042.03, Maricopa County, Arizona",1272,1014,33,33.586396,-112.146476,9,51,4,133,28
040131042035,"Block Group 5, Census Tract 1042.03, Maricopa County, Arizona",1685,1306,61,33.592902,-112.147425,42,59,7,141,69
040131042041,"Block Group 1, Census Tract 1042.04, Maricopa County, Arizona",1413,1055,79,33.589097,-112.153983,11,36,0,157,75
040131042042,"Block Group 2, Census Tract 1042.04, Maricopa County, Arizona",1817,1469,63,33.593237,-112.160101,28,33,9,149,66
040131042051,"Block Group 1, Census Tract 1042.05, Maricopa County, Arizona",1188,916,35,33.579141,-112.140842,14,21,0,172,30
040131042052,"Block Group 2, Census Tract 1042.05, Maricopa County, Arizona",1051,680,102,33.579199,-112.128932,44,32,8,138,47
040131042053,"Block Group 3, Census Tract 1042.05, Maricopa County, Arizona",1144,856,67,33.57535,-112.133789,14,50,3,124,30
040131042054,"Block Group 4, Census Tract 1042.05, Maricopa County, Arizona",1773,1007,219,33.571838,-112.128231,180,46,7,214,100
040131042061,"Block Group 1, Census Tract 1042.06, Maricopa County, Arizona",1255,987,46,33.575264,-112.144704,12,30,0,139,41
040131042062,"Block Group 2, Census Tract 1042.06, Maricopa County, Arizona",1389,775,86,33.569379,-112.138284,19,220,6,206,77
040131042063,"Block Group 3, Census Tract 1042.06, Maricopa County, Arizona",1169,899,37,33.571004,-112.147021,8,35,1,144,45
040131042071,"Block Group 1, Census Tract 1042.07, Maricopa County, Arizona",1579,1384,31,33.636557,-112.127589,10,33,3,77,41
040131042072,"Block Group 2, Census Tract 1042.07, Maricopa County, Arizona",1456,1216,34,33.629946,-112.125611,14,78,1,54,59
040131042073,"Block Group 3, Census Tract 1042.07, Maricopa County, Arizona",1205,865,114,33.627013,-112.131761,31,16,1,107,71
040131042121,"Block Group 1, Census Tract 1042.12, Maricopa County, Arizona",760,583,48,33.608844,-112.148674,13,22,1,46,47
040131042122,"Block Group 2, Census Tract 1042.12, Maricopa County, Arizona",1786,1389,48,33.601198,-112.137898,30,58,6,195,60
040131042123,"Block Group 3, Census Tract 1042.12, Maricopa County, Arizona",1678,1289,49,33.600184,-112.146955,25,107,1,133,74
040131042124,"Block Group 4, Census Tract 1042.12, Maricopa County, Arizona",1950,1577,49,33.607171,-112.142523,20,63,2,169,70
040131042141,"Block Group 1, Census Tract 1042.14, Maricopa County, Arizona",1205,1057,31,33.628285,-112.181161,10,22,0,50,35
040131042142,"Block Group 2, Census Tract 1042.14, Maricopa County, Arizona",1107,1002,12,33.631236,-112.173305,3,17,0,38,35
040131042151,"Block Group 1, Census Tract 1042.15, Maricopa County, Arizona",631,540,7,33.629636,-112.19817,8,24,3,30,19
040131042152,"Block Group 2, Census Tract 1042.15, Maricopa County, Arizona",593,478,7,33.636933,-112.198594,12,27,6,42,21
040131042153,"Block Group 3, Census Tract 1042.15, Maricopa County, Arizona",731,681,10,33.634572,-112.190684,1,5,0,26,8
040131042154,"Block Group 4, Census Tract 1042.15, Maricopa County, Arizona",626,523,23,33.634006,-112.198259,0,3,1,55,21
040131042155,"Block Group 5, Census Tract 1042.15, Maricopa County, Arizona",1445,1171,59,33.628356,-112.190219,30,20,1,101,63
040131042161,"Block Group 1, Census Tract 1042.16, Maricopa County, Arizona",1247,891,78,33.622721,-112.187601,24,114,0,95,45
040131042162,"Block Group 2, Census Tract 1042.16, Maricopa County, Arizona",1093,963,11,33.622618,-112.194951,9,49,0,33,28
040131042163,"Block Group 3, Census Tract 1042.16, Maricopa County, Arizona",2431,2031,41,33.617341,-112.193,21,77,0,179,82
040131042171,"Block Group 1, Census Tract 1042.17, Maricopa County, Arizona",1709,1355,53,33.621235,-112.173088,37,20,3,169,72
040131042172,"Block Group 2, Census Tract 1042.17, Maricopa County, Arizona",1654,1306,64,33.616493,-112.181498,28,145,0,55,56
040131042173,"Block Group 3, Census Tract 1042.17, Maricopa County, Arizona",1519,1300,38,33.614176,-112.173118,22,17,2,87,53
040131042181,"Block Group 1, Census Tract 1042.18, Maricopa County, Arizona",1256,1053,43,33.613681,-112.157595,27,34,2,60,37
040131042182,"Block Group 2, Census Tract 1042.18, Maricopa County, Arizona",1098,937,22,33.619161,-112.161891,12,50,1,57,19
040131042183,"Block Group 3, Census Tract 1042.18, Maricopa County, Arizona",1587,1102,128,33.613388,-112.16606,41,90,5,122,99
040131042191,"Block Group 1, Census Tract 1042.19, Maricopa County, Arizona",1536,1271,53,33.601276,-112.157346,13,29,3,108,59
040131042192,"Block Group 2, Census Tract 1042.19, Maricopa County, Arizona",1446,1218,34,33.600166,-112.163987,25,33,3,92,41
040131042211,"Block Group 1, Census Tract 1042.21, Maricopa County, Arizona",1289,1072,32,33.586249,-112.181163,17,66,3,68,31
040131042212,"Block Group 2, Census Tract 1042.21, Maricopa County, Arizona",1762,1361,69,33.593051,-112.17277,17,101,4,129,81
040131042213,"Block Group 3, Census Tract 1042.21, Maricopa County, Arizona",1072,838,13,33.591834,-112.1819,10,22,1,153,35
040131042214,"Block Group 4, Census Tract 1042.21, Maricopa County, Arizona",1741,1284,113,33.585519,-112.173191,30,50,2,168,94
040131042221,"Block Group 1, Census Tract 1042.22, Maricopa County, Arizona",1117,982,21,33.593295,-112.190975,6,26,8,34,40
040131042222,"Block Group 2, Census Tract 1042.22, Maricopa County, Arizona",1742,1443,58,33.592795,-112.198836,32,45,6,99,59
040131042223,"Block Group 3, Census Tract 1042.22, Maricopa County, Arizona",1348,1123,42,33.585252,-112.198073,18,24,0,91,50
040131042224,"Block Group 4, Census Tract 1042.22, Maricopa County, Arizona",1708,1224,154,33.585601,-112.190069,44,76,6,117,87
040131042231,"Block Group 1, Census Tract 1042.23, Maricopa County, Arizona",917,818,23,33.60168,-112.191239,10,33,0,18,15
040131042232,"Block Group 2, Census Tract 1042.23, Maricopa County, Arizona",940,788,29,33.604018,-112.19721,5,39,0,57,22
040131042241,"Block Group 1, Census Tract 1042.24, Maricopa County, Arizona",888,692,46,33.607459,-112.169954,23,20,0,63,44
040131042242,"Block Group 2, Census Tract 1042.24, Maricopa County, Arizona",1840,1555,41,33.603804,-112.17387,27,52,2,101,62
040131042243,"Block Group 3, Census Tract 1042.24, Maricopa County, Arizona",1692,1220,155,33.60942,-112.17476,26,54,10,134,93
040131042244,"Block Group 4, Census Tract 1042.24, Maricopa County, Arizona",1478,1130,36,33.599705,-112.181376,1,216,9,46,40
040131042251,"Block Group 1, Census Tract 1042.25, Maricopa County, Arizona",1301,1073,48,33.636102,-112.155212,23,27,9,61,60
040131042252,"Block Group 2, Census Tract 1042.25, Maricopa County, Arizona",1355,1249,15,33.629482,-112.160782,0,12,1,61,17
040131042253,"Block Group 3, Census Tract 1042.25, Maricopa County, Arizona",1043,928,12,33.635259,-112.16382,6,14,8,43,32
040131042261,"Block Group 1, Census Tract 1042.26, Maricopa County, Arizona",1067,791,91,33.636709,-112.148051,33,39,0,79,34
040131042262,"Block Group 2, Census Tract 1042.26, Maricopa County, Arizona",1215,1076,26,33.635846,-112.138946,6,23,1,53,30
040131042263,"Block Group 3, Census Tract 1042.26, Maricopa County, Arizona",706,510,102,33.628493,-112.136137,18,11,2,38,25
040131042264,"Block Group 4, Census Tract 1042.26, Maricopa County, Arizona",1385,1174,34,33.629882,-112.142555,12,64,0,70,31
040131042271,"Block Group 1, Census Tract 1042.27, Maricopa County, Arizona",1254,924,84,33.58585,-112.166198,17,14,4,157,54
040131042272,"Block Group 2, Census Tract 1042.27, Maricopa County, Arizona",805,651,39,33.583788,-112.160332,7,17,0,67,24
040131043011,"Block Group 1, Census Tract 1043.01, Maricopa County, Arizona",1611,1229,36,33.59348,-112.129113,19,16,0,239,72
040131043012,"Block Group 2, Census Tract 1043.01, Maricopa County, Arizona",1689,1377,56,33.585831,-112.128271,22,25,0,166,43
040131043021,"Block Group 1, Census Tract 1043.02, Maricopa County, Arizona",1381,849,117,33.586472,-112.119269,47,100,2,195,71
040131043022,"Block Group 2, Census Tract 1043.02, Maricopa County, Arizona",1828,1304,135,33.592098,-112.12053,49,37,2,209,92
040131044011,"Block Group 1, Census Tract 1044.01, Maricopa County, Arizona",2400,1558,39,33.592241,-112.107022,39,17,0,649,98
040131044012,"Block Group 2, Census Tract 1044.01, Maricopa County, Arizona",1391,871,206,33.589072,-112.113193,64,30,7,138,75
040131044013,"Block Group 3, Census Tract 1044.01, Maricopa County, Arizona",1226,828,88,33.594955,-112.10164,17,16,0,234,43
040131044021,"Block Group 1, Census Tract 1044.02, Maricopa County, Arizona",2538,1140,181,33.569668,-112.10638,150,764,11,203,89
040131045011,"Block Group 1, Census Tract 1045.01, Maricopa County, Arizona",1068,752,70,33.569107,-112.090869,24,13,7,170,32
040131045012,"Block Group 2, Census Tract 1045.01, Maricopa County, Arizona",1492,778,58,33.57351,-112.094763,48,18,1,552,37
040131045013,"Block Group 3, Census Tract 1045.01, Maricopa County, Arizona",1137,603,89,33.573385,-112.087047,49,63,1,283,49
040131045021,"Block Group 1, Census Tract 1045.02, Maricopa County, Arizona",1515,734,123,33.577725,-112.084583,79,13,2,488,76
040131045022,"Block Group 2, Census Tract 1045.02, Maricopa County, Arizona",1692,915,50,33.578293,-112.088472,82,40,0,525,80
040131045023,"Block Group 3, Census Tract 1045.02, Maricopa County, Arizona",1900,917,57,33.57873,-112.095224,80,55,10,728,53
040131046001,"Block Group 1, Census Tract 1046, Maricopa County, Arizona",1553,1088,124,33.57747,-112.071173,63,34,2,182,60
040131046002,"Block Group 2, Census Tract 1046, Maricopa County, Arizona",1496,1029,56,33.571917,-112.068528,42,22,9,309,29
040131046003,"Block Group 3, Census Tract 1046, Maricopa County, Arizona",1204,685,31,33.571148,-112.078747,11,8,0,443,26
040131047011,"Block Group 1, Census Tract 1047.01, Maricopa County, Arizona",1046,770,34,33.574896,-112.063055,49,26,0,139,28
040131047012,"Block Group 2, Census Tract 1047.01, Maricopa County, Arizona",762,680,30,33.580141,-112.060718,8,6,0,25,13
040131047013,"Block Group 3, Census Tract 1047.01, Maricopa County, Arizona",666,561,12,33.578977,-112.056767,25,27,0,34,7
040131047021,"Block Group 1, Census Tract 1047.02, Maricopa County, Arizona",1023,521,67,33.576206,-112.052755,40,9,6,302,78
040131047022,"Block Group 2, Census Tract 1047.02, Maricopa County, Arizona",1316,982,11,33.569571,-112.055648,38,10,1,228,46
040131047023,"Block Group 3, Census Tract 1047.02, Maricopa County, Arizona",1356,771,56,33.57322,-112.054371,45,13,0,402,69
040131047024,"Block Group 4, Census Tract 1047.02, Maricopa County, Arizona",746,562,37,33.579184,-112.049187,14,2,0,106,25
040131048011,"Block Group 1, Census Tract 1048.01, Maricopa County, Arizona",2077,1957,10,33.578486,-112.02253,14,22,4,25,45
040131048012,"Block Group 2, Census Tract 1048.01, Maricopa County, Arizona",1542,1343,38,33.577928,-112.039987,2,48,1,64,46
040131048021,"Block Group 1, Census Tract 1048.02, Maricopa County, Arizona",1121,1056,11,33.590431,-112.017201,4,11,3,11,25
040131048022,"Block Group 2, Census Tract 1048.02, Maricopa County, Arizona",1295,1180,20,33.594006,-112.02358,15,21,1,19,39
040131048023,"Block Group 3, Census Tract 1048.02, Maricopa County, Arizona",1583,1462,12,33.585672,-112.029419,3,43,0,30,33
040131048024,"Block Group 4, Census Tract 1048.02, Maricopa County, Arizona",870,773,23,33.593487,-112.031731,8,17,0,35,14
040131048025,"Block Group 5, Census Tract 1048.02, Maricopa County, Arizona",819,654,45,33.584534,-112.015597,19,21,0,42,38
040131049001,"Block Group 1, Census Tract 1049, Maricopa County, Arizona",1155,1016,23,33.593907,-111.999984,14,27,5,38,32
040131049002,"Block Group 2, Census Tract 1049, Maricopa County, Arizona",1149,1088,15,33.586291,-112.000038,7,13,0,17,9
040131049003,"Block Group 3, Census Tract 1049, Maricopa County, Arizona",1699,1468,29,33.59056,-112.008359,21,44,2,75,60
040131050021,"Block Group 1, Census Tract 1050.02, Maricopa County, Arizona",788,749,2,33.526011,-111.963674,0,26,0,3,8
040131050022,"Block Group 2, Census Tract 1050.02, Maricopa County, Arizona",1786,1672,10,33.519237,-111.936706,4,77,0,0,23
040131050031,"Block Group 1, Census Tract 1050.03, Maricopa County, Arizona",2253,2092,13,33.560765,-111.946921,2,88,0,14,44
040131050032,"Block Group 2, Census Tract 1050.03, Maricopa County, Arizona",2296,2110,16,33.573204,-111.955479,6,99,0,19,46
040131050041,"Block Group 1, Census Tract 1050.04, Maricopa County, Arizona",1285,1182,17,33.540555,-111.952294,0,57,1,10,18
040131050042,"Block Group 2, Census Tract 1050.04, Maricopa County, Arizona",805,749,6,33.55155,-111.969708,1,27,3,6,13
040131050043,"Block Group 3, Census Tract 1050.04, Maricopa County, Arizona",1024,947,8,33.547937,-111.941153,7,33,1,1,27
040131051011,"Block Group 1, Census Tract 1051.01, Maricopa County, Arizona",1022,961,8,33.577328,-112.004489,2,24,0,17,10
040131051012,"Block Group 2, Census Tract 1051.01, Maricopa County, Arizona",1846,1735,9,33.574058,-111.986032,5,46,1,16,34
040131051013,"Block Group 3, Census Tract 1051.01, Maricopa County, Arizona",1549,1471,11,33.57142,-112.012531,5,20,0,15,27
040131051021,"Block Group 1, Census Tract 1051.02, Maricopa County, Arizona",806,749,10,33.538483,-112.01635,0,26,2,5,14
040131051022,"Block Group 2, Census Tract 1051.02, Maricopa County, Arizona",1472,1327,17,33.543901,-112.034521,0,68,1,28,31
040131051023,"Block Group 3, Census Tract 1051.02, Maricopa County, Arizona",1118,1009,26,33.551335,-112.04229,6,40,1,13,23
040131051024,"Block Group 4, Census Tract 1051.02, Maricopa County, Arizona",769,629,17,33.543036,-112.043981,16,45,0,34,28
040131051031,"Block Group 1, Census Tract 1051.03, Maricopa County, Arizona",718,664,10,33.549654,-111.983481,1,35,1,1,6
040131051032,"Block Group 2, Census Tract 1051.03, Maricopa County, Arizona",792,694,13,33.537005,-111.984195,1,44,0,22,18
040131051033,"Block Group 3, Census Tract 1051.03, Maricopa County, Arizona",1507,1395,4,33.525165,-111.997591,2,58,1,15,32
040131052001,"Block Group 1, Census Tract 1052, Maricopa County, Arizona",998,860,32,33.559965,-112.04706,11,36,2,35,22
040131052002,"Block Group 2, Census Tract 1052, Maricopa County, Arizona",1503,1215,28,33.556775,-112.061103,44,40,0,134,42
040131052003,"Block Group 3, Census Tract 1052, Maricopa County, Arizona",1560,1054,61,33.564069,-112.06126,33,41,0,323,48
040131052004,"Block Group 4, Census Tract 1052, Maricopa County, Arizona",1758,1397,118,33.559172,-112.054142,40,18,5,100,80
040131053001,"Block Group 1, Census Tract 1053, Maricopa County, Arizona",1599,1462,24,33.555833,-112.072421,5,23,1,54,30
040131053002,"Block Group 2, Census Tract 1053, Maricopa County, Arizona",1965,1246,92,33.563766,-112.069926,62,23,4,475,63
040131053003,"Block Group 3, Census Tract 1053, Maricopa County, Arizona",1431,1325,17,33.560955,-112.07839,7,26,1,20,35
040131054001,"Block Group 1, Census Tract 1054, Maricopa County, Arizona",1206,1144,12,33.559701,-112.086185,0,13,2,11,24
040131054002,"Block Group 2, Census Tract 1054, Maricopa County, Arizona",1127,1034,24,33.564108,-112.094113,10,11,0,21,27
040131054003,"Block Group 3, Census Tract 1054, Maricopa County, Arizona",1270,890,144,33.55662,-112.095749,57,23,1,93,62
